TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,ASTRATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,FTARATE,PTSOFF TO,2NDPTS,FBPS,PITP,2PM,2PA,2P%,TEAM OPP,MATCH UP OPP,W/L OPP,MIN OPP,PTS OPP,FGM OPP,FGA OPP,FG% OPP,3PM OPP,3PA OPP,3P% OPP,FTM OPP,FTA OPP,FT% OPP,OREB OPP,DREB OPP,REB OPP,AST OPP,TOV OPP,STL OPP,BLK OPP,PF OPP,+/- OPP,OFFRTG OPP,DEFRTG OPP,NETRTG OPP,AST% OPP,AST/TO OPP,ASTRATIO OPP,OREB% OPP,DREB% OPP,REB% OPP,TOV% OPP,EFG% OPP,TS% OPP,PACE OPP,PIE OPP,FTARATE OPP,PTSOFF TO OPP,2NDPTS OPP,FBPS OPP,PITP OPP,2PM OPP,2PA OPP,2P% OPP
TOR,TOR vs. ATL,01/14/2023,L,48,103,36,87,41.4,7,29,24.1,24,30,80.0,11,32,43,19,14,9,3,19,-11,104.0,116.3,-12.3,52.8,1.36,14.0,34.0,83.3,55.8,14.1,45.4,51.4,98.5,43.8,0.345,12,18,17,56,29,58,50.0,ATL,ATL @ TOR,W,48,114,43,84,51.2,11,27,40.7,17,18,94.4,5,35,40,19,12,6,4,22,11,116.3,104.0,12.3,44.2,1.58,15.3,16.7,66.0,44.2,12.2,57.7,62.0,98.5,56.2,0.214,21,9,12,40,32,57,56.1
PHI,PHI @ UTA,01/14/2023,W,48,118,40,89,44.9,17,39,43.6,21,26,80.8,9,28,37,23,8,5,5,17,1,119.2,117.0,2.2,57.5,2.88,17.3,21.6,66.7,43.4,8.1,54.5,58.7,99.5,50.2,0.292,11,6,10,42,23,50,46.0,UTA,UTA vs. PHI,L,48,117,43,90,47.8,12,40,30.0,19,23,82.6,10,38,48,20,12,5,6,24,-1,117.0,119.2,-2.2,46.5,1.67,14.8,33.3,78.4,56.6,12.0,54.4,58.4,99.5,49.8,0.256,8,19,20,54,31,50,62.0
POR,POR vs. DAL,01/14/2023,W,48,136,49,88,55.7,17,41,41.5,21,22,95.5,10,37,47,34,12,7,4,20,17,138.8,121.4,17.3,69.4,2.83,23.6,32.5,90.9,63.1,12.2,65.3,69.6,98.0,59.7,0.25,16,10,24,50,32,47,68.1,DAL,DAL @ POR,L,48,119,43,82,52.4,22,46,47.8,11,19,57.9,2,23,25,28,11,4,3,18,-17,121.4,138.8,-17.3,65.1,2.55,21.5,9.1,67.5,36.9,11.2,65.9,65.8,98.0,40.3,0.232,12,4,9,28,21,36,58.3
CLE,CLE @ MIN,01/14/2023,L,48,102,37,76,48.7,8,28,28.6,20,23,87.0,8,32,40,24,18,5,2,17,-8,106.3,113.4,-7.2,64.9,1.33,18.6,22.5,84.2,52.6,18.8,53.9,59.2,96.5,48.0,0.303,7,6,12,52,29,48,60.4,MIN,MIN vs. CLE,W,48,110,45,80,56.3,9,28,32.1,11,15,73.3,4,27,31,22,15,10,5,21,8,113.4,106.3,7.2,48.9,1.47,17.6,15.8,77.5,47.4,15.5,61.9,63.5,96.5,52.0,0.188,28,7,21,60,36,52,69.2
MIN,MIN vs. CLE,01/14/2023,W,48,110,45,80,56.3,9,28,32.1,11,15,73.3,4,27,31,22,15,10,5,21,8,113.4,106.3,7.2,48.9,1.47,17.6,15.8,77.5,47.4,15.5,61.9,63.5,96.5,52.0,0.188,28,7,21,60,36,52,69.2,CLE,CLE @ MIN,L,48,102,37,76,48.7,8,28,28.6,20,23,87.0,8,32,40,24,18,5,2,17,-8,106.3,113.4,-7.2,64.9,1.33,18.6,22.5,84.2,52.6,18.8,53.9,59.2,96.5,48.0,0.303,7,6,12,52,29,48,60.4
MIA,MIA vs. MIL,01/14/2023,W,48,111,45,87,51.7,11,22,50.0,10,12,83.3,13,38,51,17,11,9,3,14,16,122.0,104.4,17.6,37.8,1.55,13.9,32.6,78.4,57.4,12.1,58.0,60.1,91.0,58.6,0.138,12,17,5,54,34,65,52.3,MIL,MIL @ MIA,L,48,95,34,84,40.5,19,48,39.6,8,12,66.7,7,25,32,26,10,7,2,13,-16,104.4,122.0,-17.6,76.5,2.6,20.3,21.6,67.4,42.6,11.0,51.8,53.2,91.0,41.4,0.143,10,4,6,26,15,36,41.7
UTA,UTA vs. PHI,01/14/2023,L,48,117,43,90,47.8,12,40,30.0,19,23,82.6,10,38,48,20,12,5,6,24,-1,117.0,119.2,-2.2,46.5,1.67,14.8,33.3,78.4,56.6,12.0,54.4,58.4,99.5,49.8,0.256,8,19,20,54,31,50,62.0,PHI,PHI @ UTA,W,48,118,40,89,44.9,17,39,43.6,21,26,80.8,9,28,37,23,8,5,5,17,1,119.2,117.0,2.2,57.5,2.88,17.3,21.6,66.7,43.4,8.1,54.5,58.7,99.5,50.2,0.292,11,6,10,42,23,50,46.0
DAL,DAL @ POR,01/14/2023,L,48,119,43,82,52.4,22,46,47.8,11,19,57.9,2,23,25,28,11,4,3,18,-17,121.4,138.8,-17.3,65.1,2.55,21.5,9.1,67.5,36.9,11.2,65.9,65.8,98.0,40.3,0.232,12,4,9,28,21,36,58.3,POR,POR vs. DAL,W,48,136,49,88,55.7,17,41,41.5,21,22,95.5,10,37,47,34,12,7,4,20,17,138.8,121.4,17.3,69.4,2.83,23.6,32.5,90.9,63.1,12.2,65.3,69.6,98.0,59.7,0.25,16,10,24,50,32,47,68.1
NOP,NOP @ DET,01/13/2023,W,48,116,42,86,48.8,11,31,35.5,21,30,70.0,8,40,48,29,17,7,3,21,6,108.4,102.8,5.6,69.0,1.71,19.6,25.0,84.3,55.6,15.9,55.2,58.5,107.0,55.0,0.349,10,9,21,60,31,55,56.4,DET,DET vs. NOP,L,48,110,43,90,47.8,7,30,23.3,17,24,70.8,7,35,42,20,13,7,3,23,-6,102.8,108.4,-5.6,46.5,1.54,14.8,15.7,75.0,44.4,12.1,51.7,54.7,107.0,45.0,0.267,16,9,26,60,36,60,60.0
LAC,LAC vs. DEN,01/13/2023,L,48,103,41,87,47.1,10,29,34.5,11,14,78.6,11,32,43,20,12,6,3,18,-12,108.4,123.7,-15.2,48.8,1.67,15.5,29.8,75.6,52.2,12.6,52.9,55.3,94.0,43.2,0.161,14,6,12,56,31,58,53.4,DEN,DEN @ LAC,W,48,115,41,82,50.0,14,33,42.4,19,25,76.0,10,33,43,24,11,7,4,11,12,123.7,108.4,15.2,58.5,2.18,18.8,24.4,70.2,47.8,11.8,58.5,61.8,94.0,56.8,0.305,21,12,25,48,27,49,55.1
HOU,HOU @ SAC,01/13/2023,L,48,114,43,91,47.3,12,37,32.4,16,25,64.0,12,22,34,23,15,10,4,24,-25,115.2,140.4,-25.3,53.5,1.53,16.3,34.5,60.0,45.3,15.2,53.8,55.9,99.0,35.1,0.275,16,15,9,56,31,54,57.4,SAC,SAC vs. HOU,W,48,139,47,86,54.7,20,40,50.0,25,29,86.2,14,32,46,34,14,10,8,19,25,140.4,115.2,25.3,72.3,2.43,22.8,40.0,65.5,54.7,14.1,66.3,70.4,99.0,64.9,0.337,21,19,21,50,27,46,58.7
DEN,DEN @ LAC,01/13/2023,W,48,115,41,82,50.0,14,33,42.4,19,25,76.0,10,33,43,24,11,7,4,11,12,123.7,108.4,15.2,58.5,2.18,18.8,24.4,70.2,47.8,11.8,58.5,61.8,94.0,56.8,0.305,21,12,25,48,27,49,55.1,LAC,LAC vs. DEN,L,48,103,41,87,47.1,10,29,34.5,11,14,78.6,11,32,43,20,12,6,3,18,-12,108.4,123.7,-15.2,48.8,1.67,15.5,29.8,75.6,52.2,12.6,52.9,55.3,94.0,43.2,0.161,14,6,12,56,31,58,53.4
GSW,GSW @ SAS,01/13/2023,W,48,144,55,101,54.5,18,48,37.5,16,20,80.0,12,43,55,33,13,9,6,26,31,130.9,101.8,29.1,60.0,2.54,21.2,27.7,81.1,56.0,11.8,63.4,65.6,110.5,62.3,0.198,20,19,21,70,37,53,69.8,SAS,SAS vs. GSW,L,48,113,40,88,45.5,8,22,36.4,25,34,73.5,7,31,38,26,15,6,3,19,-31,101.8,130.9,-29.1,65.0,1.73,17.8,18.9,72.3,44.0,13.5,50.0,54.9,110.5,37.7,0.386,18,9,13,50,32,66,48.5
SAS,SAS vs. GSW,01/13/2023,L,48,113,40,88,45.5,8,22,36.4,25,34,73.5,7,31,38,26,15,6,3,19,-31,101.8,130.9,-29.1,65.0,1.73,17.8,18.9,72.3,44.0,13.5,50.0,54.9,110.5,37.7,0.386,18,9,13,50,32,66,48.5,GSW,GSW @ SAS,W,48,144,55,101,54.5,18,48,37.5,16,20,80.0,12,43,55,33,13,9,6,26,31,130.9,101.8,29.1,60.0,2.54,21.2,27.7,81.1,56.0,11.8,63.4,65.6,110.5,62.3,0.198,20,19,21,70,37,53,69.8
CHI,CHI vs. OKC,01/13/2023,L,48,110,38,85,44.7,12,38,31.6,22,24,91.7,10,32,42,30,16,7,5,17,-14,111.1,122.8,-11.7,78.9,1.88,21.1,27.1,68.1,47.4,16.2,51.8,57.6,100.0,45.9,0.282,14,16,18,44,26,47,55.3,OKC,OKC @ CHI,W,48,124,47,92,51.1,11,33,33.3,19,22,86.4,12,34,46,22,11,12,6,19,14,122.8,111.1,11.7,46.8,2.0,16.1,31.9,72.9,52.6,10.9,57.1,61.0,100.0,54.1,0.239,23,7,16,64,36,59,61.0
OKC,OKC @ CHI,01/13/2023,W,48,124,47,92,51.1,11,33,33.3,19,22,86.4,12,34,46,22,11,12,6,19,14,122.8,111.1,11.7,46.8,2.0,16.1,31.9,72.9,52.6,10.9,57.1,61.0,100.0,54.1,0.239,23,7,16,64,36,59,61.0,CHI,CHI vs. OKC,L,48,110,38,85,44.7,12,38,31.6,22,24,91.7,10,32,42,30,16,7,5,17,-14,111.1,122.8,-11.7,78.9,1.88,21.1,27.1,68.1,47.4,16.2,51.8,57.6,100.0,45.9,0.282,14,16,18,44,26,47,55.3
NYK,NYK @ WAS,01/13/2023,W,48,112,41,92,44.6,8,29,27.6,22,31,71.0,14,40,54,15,7,3,6,23,4,116.7,113.7,3.0,36.6,2.14,11.7,30.9,71.2,51.8,7.3,48.9,53.0,95.5,51.7,0.337,7,11,19,52,33,63,52.4,WAS,WAS vs. NYK,L,48,108,36,93,38.7,13,42,31.0,23,26,88.5,12,38,50,18,8,3,4,23,-4,113.7,116.7,-3.0,50.0,2.25,13.8,28.8,69.1,48.2,8.4,45.7,51.7,95.5,48.3,0.28,7,12,9,28,23,51,45.1
PHX,PHX @ MIN,01/13/2023,L,48,116,41,86,47.7,14,23,60.9,20,24,83.3,9,34,43,28,19,10,3,20,-5,109.4,114.2,-4.7,68.3,1.47,19.3,24.4,75.6,50.0,17.9,55.8,60.1,106.0,48.7,0.279,25,13,21,46,27,63,42.9,MIN,MIN vs. PHX,W,48,121,47,90,52.2,10,28,35.7,17,20,85.0,4,33,37,24,15,13,3,22,5,114.2,109.4,4.7,51.1,1.6,17.0,24.4,75.6,50.0,14.2,57.8,61.2,106.0,51.3,0.222,17,8,15,64,37,62,59.7
UTA,UTA vs. ORL,01/13/2023,W,48,112,36,83,43.4,11,35,31.4,29,40,72.5,17,42,59,15,24,9,11,18,4,106.7,101.9,4.8,41.7,0.63,10.8,38.0,76.3,58.7,22.9,50.0,55.7,105.5,53.5,0.482,18,22,17,42,25,48,52.1,ORL,ORL @ UTA,L,48,108,42,96,43.8,14,36,38.9,10,16,62.5,11,29,40,23,15,13,3,25,-4,101.9,106.7,-4.8,54.8,1.53,16.1,23.7,62.0,41.3,14.2,51.0,52.4,105.5,46.5,0.167,24,12,26,50,28,60,46.7
DET,DET vs. NOP,01/13/2023,L,48,110,43,90,47.8,7,30,23.3,17,24,70.8,7,35,42,20,13,7,3,23,-6,102.8,108.4,-5.6,46.5,1.54,14.8,15.7,75.0,44.4,12.1,51.7,54.7,107.0,45.0,0.267,16,9,26,60,36,60,60.0,NOP,NOP @ DET,W,48,116,42,86,48.8,11,31,35.5,21,30,70.0,8,40,48,29,17,7,3,21,6,108.4,102.8,5.6,69.0,1.71,19.6,25.0,84.3,55.6,15.9,55.2,58.5,107.0,55.0,0.349,10,9,21,60,31,55,56.4
WAS,WAS vs. NYK,01/13/2023,L,48,108,36,93,38.7,13,42,31.0,23,26,88.5,12,38,50,18,8,3,4,23,-4,113.7,116.7,-3.0,50.0,2.25,13.8,28.8,69.1,48.2,8.4,45.7,51.7,95.5,48.3,0.28,7,12,9,28,23,51,45.1,NYK,NYK @ WAS,W,48,112,41,92,44.6,8,29,27.6,22,31,71.0,14,40,54,15,7,3,6,23,4,116.7,113.7,3.0,36.6,2.14,11.7,30.9,71.2,51.8,7.3,48.9,53.0,95.5,51.7,0.337,7,11,19,52,33,63,52.4
MIN,MIN vs. PHX,01/13/2023,W,48,121,47,90,52.2,10,28,35.7,17,20,85.0,4,33,37,24,15,13,3,22,5,114.2,109.4,4.7,51.1,1.6,17.0,24.4,75.6,50.0,14.2,57.8,61.2,106.0,51.3,0.222,17,8,15,64,37,62,59.7,PHX,PHX @ MIN,L,48,116,41,86,47.7,14,23,60.9,20,24,83.3,9,34,43,28,19,10,3,20,-5,109.4,114.2,-4.7,68.3,1.47,19.3,24.4,75.6,50.0,17.9,55.8,60.1,106.0,48.7,0.279,25,13,21,46,27,63,42.9
SAC,SAC vs. HOU,01/13/2023,W,48,139,47,86,54.7,20,40,50.0,25,29,86.2,14,32,46,34,14,10,8,19,25,140.4,115.2,25.3,72.3,2.43,22.8,40.0,65.5,54.7,14.1,66.3,70.4,99.0,64.9,0.337,21,19,21,50,27,46,58.7,HOU,HOU @ SAC,L,48,114,43,91,47.3,12,37,32.4,16,25,64.0,12,22,34,23,15,10,4,24,-25,115.2,140.4,-25.3,53.5,1.53,16.3,34.5,60.0,45.3,15.2,53.8,55.9,99.0,35.1,0.275,16,15,9,56,31,54,57.4
IND,IND vs. ATL,01/13/2023,L,48,111,40,101,39.6,7,30,23.3,24,29,82.8,19,32,51,24,12,8,9,22,-2,112.1,113.0,-0.9,60.0,2.0,16.1,40.6,63.6,51.3,12.1,43.1,48.8,99.5,47.7,0.287,19,21,30,64,33,71,46.5,ATL,ATL @ IND,W,48,113,41,94,43.6,16,33,48.5,15,21,71.4,14,36,50,26,14,6,9,22,2,113.0,112.1,0.9,63.4,1.86,17.8,36.4,59.4,48.7,14.0,52.1,54.7,99.5,52.3,0.223,20,22,19,40,25,61,41.0
ORL,ORL @ UTA,01/13/2023,L,48,108,42,96,43.8,14,36,38.9,10,16,62.5,11,29,40,23,15,13,3,25,-4,101.9,106.7,-4.8,54.8,1.53,16.1,23.7,62.0,41.3,14.2,51.0,52.4,105.5,46.5,0.167,24,12,26,50,28,60,46.7,UTA,UTA vs. ORL,W,48,112,36,83,43.4,11,35,31.4,29,40,72.5,17,42,59,15,24,9,11,18,4,106.7,101.9,4.8,41.7,0.63,10.8,38.0,76.3,58.7,22.9,50.0,55.7,105.5,53.5,0.482,18,22,17,42,25,48,52.1
ATL,ATL @ IND,01/13/2023,W,48,113,41,94,43.6,16,33,48.5,15,21,71.4,14,36,50,26,14,6,9,22,2,113.0,112.1,0.9,63.4,1.86,17.8,36.4,59.4,48.7,14.0,52.1,54.7,99.5,52.3,0.223,20,22,19,40,25,61,41.0,IND,IND vs. ATL,L,48,111,40,101,39.6,7,30,23.3,24,29,82.8,19,32,51,24,12,8,9,22,-2,112.1,113.0,-0.9,60.0,2.0,16.1,40.6,63.6,51.3,12.1,43.1,48.8,99.5,47.7,0.287,19,21,30,64,33,71,46.5
MIL,MIL @ MIA,01/12/2023,L,48,102,35,87,40.2,22,57,38.6,10,15,66.7,8,31,39,20,11,10,2,12,-6,105.2,112.5,-7.3,57.1,1.82,15.6,20.0,62.3,40.7,11.3,52.9,54.5,96.5,43.2,0.172,9,16,8,18,13,30,43.3,MIA,MIA vs. MIL,W,48,108,42,95,44.2,9,34,26.5,15,16,93.8,18,43,61,22,13,8,1,8,6,112.5,105.2,7.3,52.4,1.69,15.9,37.7,80.0,59.3,13.5,48.9,52.9,96.5,56.8,0.168,10,22,10,58,33,61,54.1
PHI,PHI vs. OKC,01/12/2023,L,48,114,39,88,44.3,11,36,30.6,25,27,92.6,9,30,39,30,17,4,3,29,-19,108.6,125.5,-16.9,76.9,1.76,20.3,26.0,76.7,49.5,16.2,50.6,57.1,105.5,40.0,0.307,17,15,12,44,28,52,53.8,OKC,OKC @ PHI,W,48,133,44,86,51.2,14,33,42.4,31,33,93.9,5,34,39,28,11,7,6,22,19,125.5,108.6,16.9,63.6,2.55,19.4,23.3,74.0,50.5,10.4,59.3,66.2,105.5,60.0,0.384,21,7,21,52,30,53,56.6
POR,POR vs. CLE,01/12/2023,L,48,113,40,78,51.3,11,33,33.3,22,29,75.9,5,31,36,17,17,6,4,27,-6,110.8,116.7,-5.9,42.5,1.0,13.5,17.1,71.4,46.7,16.7,58.3,62.3,102.0,43.0,0.372,12,6,9,52,29,45,64.4,CLE,CLE @ POR,W,48,119,44,89,49.4,7,22,31.8,24,31,77.4,12,32,44,28,11,6,1,19,6,116.7,110.8,5.9,63.6,2.55,19.6,28.6,82.9,53.3,10.8,53.4,58.0,102.0,57.0,0.348,17,10,19,68,37,67,55.2
OKC,OKC @ PHI,01/12/2023,W,48,133,44,86,51.2,14,33,42.4,31,33,93.9,5,34,39,28,11,7,6,22,19,125.5,108.6,16.9,63.6,2.55,19.4,23.3,74.0,50.5,10.4,59.3,66.2,105.5,60.0,0.384,21,7,21,52,30,53,56.6,PHI,PHI vs. OKC,L,48,114,39,88,44.3,11,36,30.6,25,27,92.6,9,30,39,30,17,4,3,29,-19,108.6,125.5,-16.9,76.9,1.76,20.3,26.0,76.7,49.5,16.2,50.6,57.1,105.5,40.0,0.307,17,15,12,44,28,52,53.8
TOR,TOR vs. CHA,01/12/2023,W,48,124,43,83,51.8,10,28,35.7,28,36,77.8,8,24,32,30,9,15,4,23,10,126.5,115.2,11.4,69.8,3.33,21.7,23.3,65.9,44.0,9.2,57.8,62.7,98.5,56.7,0.434,26,13,14,62,33,55,60.0,CHA,CHA @ TOR,L,48,114,41,77,53.2,13,33,39.4,19,27,70.4,9,33,42,27,22,6,5,30,-10,115.2,126.5,-11.4,65.9,1.23,19.3,34.1,76.7,56.0,22.2,61.7,64.1,98.5,43.3,0.351,10,16,14,50,28,44,63.6
MIA,MIA vs. MIL,01/12/2023,W,48,108,42,95,44.2,9,34,26.5,15,16,93.8,18,43,61,22,13,8,1,8,6,112.5,105.2,7.3,52.4,1.69,15.9,37.7,80.0,59.3,13.5,48.9,52.9,96.5,56.8,0.168,10,22,10,58,33,61,54.1,MIL,MIL @ MIA,L,48,102,35,87,40.2,22,57,38.6,10,15,66.7,8,31,39,20,11,10,2,12,-6,105.2,112.5,-7.3,57.1,1.82,15.6,20.0,62.3,40.7,11.3,52.9,54.5,96.5,43.2,0.172,9,16,8,18,13,30,43.3
BOS,BOS @ BKN,01/12/2023,W,48,109,41,86,47.7,12,36,33.3,15,17,88.2,12,36,48,23,14,4,6,15,11,114.7,104.3,10.5,56.1,1.64,17.3,32.6,83.0,58.1,14.7,54.7,58.3,94.5,54.8,0.198,12,14,10,54,29,50,58.0,BKN,BKN vs. BOS,L,48,98,38,84,45.2,13,34,38.2,9,11,81.8,4,27,31,26,12,8,9,19,-11,104.3,114.7,-10.5,68.4,2.17,20.5,17.0,67.4,41.9,12.8,53.0,55.2,94.5,45.2,0.131,20,4,24,40,25,50,50.0
CHA,CHA @ TOR,01/12/2023,L,48,114,41,77,53.2,13,33,39.4,19,27,70.4,9,33,42,27,22,6,5,30,-10,115.2,126.5,-11.4,65.9,1.23,19.3,34.1,76.7,56.0,22.2,61.7,64.1,98.5,43.3,0.351,10,16,14,50,28,44,63.6,TOR,TOR vs. CHA,W,48,124,43,83,51.8,10,28,35.7,28,36,77.8,8,24,32,30,9,15,4,23,10,126.5,115.2,11.4,69.8,3.33,21.7,23.3,65.9,44.0,9.2,57.8,62.7,98.5,56.7,0.434,26,13,14,62,33,55,60.0
DAL,DAL @ LAL,01/12/2023,W,58,119,48,96,50.0,14,42,33.3,9,17,52.9,3,51,54,25,19,4,9,26,4,99.2,97.5,1.7,52.1,1.32,16.7,10.0,76.7,49.6,15.8,57.3,57.5,98.48,53.3,0.177,7,4,8,60,34,54,63.0,LAL,LAL vs. DAL,L,58,115,44,112,39.3,10,41,24.4,17,27,63.0,14,42,56,24,10,7,4,18,-4,97.5,99.2,-1.7,54.5,2.4,15.2,23.3,90.0,50.4,8.5,43.8,46.4,98.48,46.7,0.241,18,23,18,64,34,71,47.9
LAL,LAL vs. DAL,01/12/2023,L,58,115,44,112,39.3,10,41,24.4,17,27,63.0,14,42,56,24,10,7,4,18,-4,97.5,99.2,-1.7,54.5,2.4,15.2,23.3,90.0,50.4,8.5,43.8,46.4,98.48,46.7,0.241,18,23,18,64,34,71,47.9,DAL,DAL @ LAL,W,58,119,48,96,50.0,14,42,33.3,9,17,52.9,3,51,54,25,19,4,9,26,4,99.2,97.5,1.7,52.1,1.32,16.7,10.0,76.7,49.6,15.8,57.3,57.5,98.48,53.3,0.177,7,4,8,60,34,54,63.0
CLE,CLE @ POR,01/12/2023,W,48,119,44,89,49.4,7,22,31.8,24,31,77.4,12,32,44,28,11,6,1,19,6,116.7,110.8,5.9,63.6,2.55,19.6,28.6,82.9,53.3,10.8,53.4,58.0,102.0,57.0,0.348,17,10,19,68,37,67,55.2,POR,POR vs. CLE,L,48,113,40,78,51.3,11,33,33.3,22,29,75.9,5,31,36,17,17,6,4,27,-6,110.8,116.7,-5.9,42.5,1.0,13.5,17.1,71.4,46.7,16.7,58.3,62.3,102.0,43.0,0.372,12,6,9,52,29,45,64.4
BKN,BKN vs. BOS,01/12/2023,L,48,98,38,84,45.2,13,34,38.2,9,11,81.8,4,27,31,26,12,8,9,19,-11,104.3,114.7,-10.5,68.4,2.17,20.5,17.0,67.4,41.9,12.8,53.0,55.2,94.5,45.2,0.131,20,4,24,40,25,50,50.0,BOS,BOS @ BKN,W,48,109,41,86,47.7,12,36,33.3,15,17,88.2,12,36,48,23,14,4,6,15,11,114.7,104.3,10.5,56.1,1.64,17.3,32.6,83.0,58.1,14.7,54.7,58.3,94.5,54.8,0.198,12,14,10,54,29,50,58.0
MEM,MEM vs. SAS,01/11/2023,W,48,135,52,101,51.5,14,22,63.6,17,25,68.0,17,40,57,19,14,6,8,17,6,126.2,118.3,7.8,36.5,1.36,13.0,37.7,67.8,53.6,13.1,58.4,60.3,108.0,50.5,0.248,11,30,16,68,38,79,48.1,SAS,SAS @ MEM,L,48,129,50,107,46.7,11,34,32.4,18,23,78.3,17,31,48,33,12,7,11,18,-6,118.3,126.2,-7.8,66.0,2.75,20.6,32.2,62.3,46.4,11.0,51.9,55.1,108.0,49.5,0.215,16,21,19,70,39,73,53.4
CHI,CHI @ WAS,01/11/2023,L,48,97,41,88,46.6,9,29,31.0,6,9,66.7,8,31,39,16,12,7,6,19,-3,101.0,104.2,-3.1,39.0,1.33,13.2,18.0,72.3,44.3,12.5,51.7,52.7,96.0,46.2,0.102,11,17,4,50,32,59,54.2,WAS,WAS vs. CHI,W,48,100,38,82,46.3,7,23,30.4,17,21,81.0,12,40,52,21,18,5,3,18,3,104.2,101.0,3.1,55.3,1.17,16.2,27.7,82.0,55.7,18.8,50.6,54.8,96.0,53.8,0.256,19,15,12,54,31,59,52.5
DET,DET vs. MIN,01/11/2023,W,48,135,48,80,60.0,17,32,53.1,22,28,78.6,7,31,38,30,17,10,7,20,17,133.7,115.7,18.0,62.5,1.76,21.4,26.5,65.3,49.4,16.8,70.6,73.1,101.5,61.5,0.35,16,7,11,46,31,48,64.6,MIN,MIN @ DET,L,48,118,43,88,48.9,16,33,48.5,16,21,76.2,13,23,36,22,19,7,2,22,-17,115.7,133.7,-18.0,51.2,1.16,15.6,34.7,73.5,50.6,18.6,58.0,60.7,101.5,38.5,0.239,20,16,2,52,27,55,49.1
IND,IND @ NYK,01/11/2023,L,48,113,43,90,47.8,12,39,30.8,15,21,71.4,8,33,41,27,13,8,5,25,-6,109.7,115.5,-5.8,62.8,2.08,19.4,18.0,70.8,43.9,12.6,54.4,56.9,103.0,46.1,0.233,14,9,20,54,31,51,60.8,NYK,NYK vs. IND,W,48,119,38,84,45.2,15,42,35.7,28,33,84.8,12,38,50,21,15,9,4,16,6,115.5,109.7,5.8,55.3,1.4,15.2,29.2,82.0,56.1,14.6,54.2,60.4,103.0,53.9,0.393,14,11,6,38,23,42,54.8
HOU,HOU @ SAC,01/11/2023,L,48,115,44,96,45.8,16,41,39.0,11,17,64.7,8,40,48,30,14,7,3,23,-20,109.5,128.6,-19.0,68.2,2.14,20.1,25.9,75.5,50.5,13.3,54.2,55.6,105.0,44.6,0.177,10,11,12,46,28,55,50.9,SAC,SAC vs. HOU,W,48,135,45,94,47.9,19,48,39.6,26,31,83.9,9,36,45,28,9,4,4,19,20,128.6,109.5,19.0,62.2,3.11,19.3,24.5,74.1,49.5,8.6,58.0,62.7,105.0,55.4,0.33,25,14,11,48,26,46,56.5
SAS,SAS @ MEM,01/11/2023,L,48,129,50,107,46.7,11,34,32.4,18,23,78.3,17,31,48,33,12,7,11,18,-6,118.3,126.2,-7.8,66.0,2.75,20.6,32.2,62.3,46.4,11.0,51.9,55.1,108.0,49.5,0.215,16,21,19,70,39,73,53.4,MEM,MEM vs. SAS,W,48,135,52,101,51.5,14,22,63.6,17,25,68.0,17,40,57,19,14,6,8,17,6,126.2,118.3,7.8,36.5,1.36,13.0,37.7,67.8,53.6,13.1,58.4,60.3,108.0,50.5,0.248,11,30,16,68,38,79,48.1
PHX,PHX @ DEN,01/11/2023,L,48,97,39,90,43.3,9,32,28.1,10,14,71.4,15,29,44,28,20,4,2,17,-29,101.0,129.9,-28.9,71.8,1.4,19.4,38.5,71.4,53.2,20.8,48.3,50.4,96.5,36.9,0.156,9,12,6,52,30,58,51.7,DEN,DEN vs. PHX,W,48,126,48,85,56.5,15,34,44.1,15,21,71.4,7,31,38,30,11,9,4,20,29,129.9,101.0,28.9,62.5,2.73,21.6,28.6,61.5,46.8,11.3,65.3,66.9,96.5,63.1,0.247,29,11,24,60,33,51,64.7
MIL,MIL @ ATL,01/11/2023,W,48,114,45,98,45.9,18,48,37.5,6,11,54.5,14,43,57,28,11,6,4,15,9,114.0,104.0,10.0,62.2,2.55,19.4,28.6,88.0,56.6,11.0,55.1,55.4,100.5,53.3,0.112,19,17,10,42,27,50,54.0,ATL,ATL vs. MIL,L,48,105,39,87,44.8,11,30,36.7,16,18,88.9,6,35,41,25,11,5,3,12,-9,104.0,114.0,-10.0,64.1,2.27,18.9,12.0,71.4,43.4,10.9,51.1,55.3,100.5,46.7,0.207,16,7,21,46,28,57,49.1
WAS,WAS vs. CHI,01/11/2023,W,48,100,38,82,46.3,7,23,30.4,17,21,81.0,12,40,52,21,18,5,3,18,3,104.2,101.0,3.1,55.3,1.17,16.2,27.7,82.0,55.7,18.8,50.6,54.8,96.0,53.8,0.256,19,15,12,54,31,59,52.5,CHI,CHI @ WAS,L,48,97,41,88,46.6,9,29,31.0,6,9,66.7,8,31,39,16,12,7,6,19,-3,101.0,104.2,-3.1,39.0,1.33,13.2,18.0,72.3,44.3,12.5,51.7,52.7,96.0,46.2,0.102,11,17,4,50,32,59,54.2
